날짜,계절,휴일유무,출근길유무,날씨,온도,체감온도,습도,풍속,비회원대여,회원대여,합계대여,카테고리
2011-06-16 04:00:00,여름,예,아니오,흐림,22.96 도,26.52 도,68,7.0015,0,6,6,매우적음
2011-06-16 05:00:00,여름,예,아니오,맑음,24.60 도,30.30 도,64,12.998,7,18,25,매우적음
2011-06-16 06:00:00,여름,예,아니오,비,23.78 도,27.27 도,73,11.0014,8,104,112,적음
2011-06-16 07:00:00,여름,예,아니오,비,22.96 도,26.52 도,78,11.0014,16,172,188,보통
2011-06-16 08:00:00,여름,예,아니오,흐림,24.60 도,29.55 도,69,8.9981,24,364,388,
2011-06-16 09:00:00,여름,예,아니오,흐림,25.42 도,30.30 도,65,12.998,29,232,261,많음
2011-06-16 10:00:00,여름,예,아니오,흐림,27.06 도,31.06 도,61,16.9979,18,103,121,적음
2011-06-16 11:00:00,여름,예,아니오,흐림,27.88 도,31.82 도,61,19.9995,33,117,150,적음
2011-06-16 12:00:00,여름,예,아니오,맑음,29.52 도,33.34 도,54,26.0027,41,165,206,보통
2011-06-16 13:00:00,여름,예,아니오,흐림,29.52 도,33.34 도,54,16.9979,37,114,151,보통
2011-06-16 14:00:00,여름,예,아니오,흐림,29.52 도,33.34 도,54,22.0028,39,114,153,보통
2011-06-16 15:00:00,여름,예,아니오,흐림,28.70 도,32.58 도,61,19.9995,32,127,159,보통
2011-06-16 16:00:00,여름,예,아니오,비,27.06 도,31.06 도,69,12.998,36,258,294,많음
2011-06-16 17:00:00,여름,예,아니오,흐림,26.24 도,29.55 도,78,7.0015,42,230,272,많음
2011-06-16 18:00:00,여름,예,아니오,맑음,26.24 도,28.79 도,83,15.0013,26,299,325,매우많음
2011-06-16 19:00:00,여름,예,아니오,맑음,25.42 도,28.79 도,83,19.0012,58,269,327,매우많음
2011-06-16 20:00:00,여름,예,아니오,맑음,25.42 도,28.79 도,83,22.0028,25,176,201,보통
2011-06-16 21:00:00,여름,예,아니오,비,25.42 도,28.79 도,83,16.9979,34,154,188,보통
2011-06-16 22:00:00,여름,예,아니오,비,25.42 도,28.79 도,83,16.9979,24,127,151,보통
2011-06-16 23:00:00,여름,예,아니오,비,24.60 도,28.03 도,83,16.9979,2,14,16,매우적음
2011-06-17 00:00:00,여름,예,아니오,맑음,22.96 도,26.52 도,88,6.0032,3,21,24,매우적음
2011-06-17 01:00:00,여름,예,아니오,맑음,22.96 도,26.52 도,94,8.9981,4,19,23,매우적음
2011-06-17 02:00:00,여름,예,아니오,맑음,22.96 도,26.52 도,94,7.0015,2,11,13,매우적음
2011-06-17 03:00:00,여름,예,아니오,맑음,22.96 도,26.52 도,94,7.0015,1,5,6,매우적음
2011-06-17 04:00:00,여름,예,아니오,맑음,22.14 도,25.76 도,94,8.9981,1,5,6,매우적음
2011-06-17 05:00:00,여름,예,아니오,맑음,22.14 도,25.76 도,100,0.0,1,12,13,매우적음
2011-06-17 06:00:00,여름,예,아니오,맑음,22.96 도,26.52 도,94,0.0,8,89,97,적음
2011-06-17 07:00:00,여름,예,아니오,맑음,24.60 도,28.03 도,83,0.0,25,225,250,보통
2011-06-17 08:00:00,여름,예,아니오,흐림,24.60 도,28.03 도,83,0.0,28,426,454,
2011-06-17 09:00:00,여름,예,아니오,맑음,28.70 도,32.58 도,58,12.998,28,196,224,보통
2011-06-17 10:00:00,여름,예,아니오,맑음,28.70 도,32.58 도,58,12.998,44,126,170,보통
2011-06-17 11:00:00,여름,예,아니오,맑음,27.88 도,31.82 도,69,16.9979,43,138,181,보통
2011-06-17 12:00:00,여름,예,아니오,맑음,28.70 도,32.58 도,65,16.9979,49,194,243,보통
2011-06-17 13:00:00,여름,예,아니오,맑음,30.34 도,34.09 도,62,19.0012,48,156,204,보통
2011-06-17 14:00:00,여름,예,아니오,맑음,31.16 도,34.85 도,52,12.998,73,142,215,보통
2011-06-17 15:00:00,여름,예,아니오,맑음,31.98 도,34.85 도,43,15.0013,62,181,243,보통
2011-06-17 16:00:00,여름,예,아니오,맑음,31.16 도,34.09 도,45,11.0014,69,286,355,
2011-06-17 17:00:00,여름,예,아니오,비,31.16 도,34.09 도,40,12.998,85,467,552,
2011-06-17 18:00:00,여름,예,아니오,비,31.16 도,34.09 도,40,12.998,62,388,450,
2011-06-17 19:00:00,여름,예,아니오,비,26.24 도,28.79 도,83,16.9979,53,275,328,매우많음
2011-06-17 20:00:00,여름,예,아니오,맑음,26.24 도,29.55 도,78,7.0015,40,192,232,보통
2011-06-17 21:00:00,여름,예,아니오,맑음,26.24 도,29.55 도,78,6.0032,49,159,208,보통
2011-06-17 22:00:00,여름,예,아니오,맑음,25.42 도,28.03 도,88,8.9981,48,127,175,보통
2011-06-17 23:00:00,여름,예,아니오,맑음,25.42 도,28.79 도,83,8.9981,37,141,178,보통
2011-06-18 00:00:00,여름,예,예,맑음,25.42 도,28.03 도,88,8.9981,21,83,104,적음
2011-06-18 01:00:00,여름,예,예,맑음,25.42 도,28.79 도,83,7.0015,15,80,95,적음
2011-06-18 02:00:00,여름,예,예,맑음,24.60 도,27.27 도,88,0.0,16,37,53,적음
2011-06-18 03:00:00,여름,예,예,맑음,24.60 도,27.27 도,88,6.0032,4,16,20,매우적음
2011-06-18 04:00:00,여름,예,예,맑음,24.60 도,27.27 도,88,6.0032,1,4,5,매우적음
2011-06-18 05:00:00,여름,예,예,맑음,25.42 도,28.79 도,83,0.0,1,6,7,매우적음
2011-06-18 06:00:00,여름,예,예,맑음,25.42 도,28.79 도,83,7.0015,9,18,27,매우적음
2011-06-18 07:00:00,여름,예,예,맑음,26.24 도,29.55 도,78,8.9981,12,45,57,적음
2011-06-18 08:00:00,여름,예,예,맑음,27.06 도,30.30 도,78,6.0032,28,103,131,적음
2011-06-18 09:00:00,여름,예,예,맑음,28.70 도,32.58 도,61,15.0013,62,156,218,보통
2011-06-18 10:00:00,여름,예,예,맑음,29.52 도,34.09 도,62,12.998,68,176,244,보통
2011-06-18 11:00:00,여름,예,예,맑음,29.52 도,34.09 도,62,8.9981,134,270,404,
2011-06-18 12:00:00,여름,예,예,맑음,30.34 도,34.85 도,66,6.0032,162,258,420,
2011-06-18 13:00:00,여름,예,예,맑음,31.16 도,34.85 도,55,0.0,135,192,327,매우많음
2011-06-18 14:00:00,여름,예,예,흐림,32.80 도,36.37 도,46,19.0012,138,196,334,매우많음
2011-06-18 15:00:00,여름,예,예,흐림,33.62 도,37.88 도,46,8.9981,153,214,367,
2011-06-18 16:00:00,여름,예,예,흐림,31.16 도,34.85 도,52,15.0013,193,275,468,
2011-06-18 17:00:00,여름,예,예,흐림,31.16 도,34.09 도,48,11.0014,210,239,449,
2011-06-18 18:00:00,여름,예,예,흐림,30.34 도,34.09 도,55,12.998,118,263,381,
2011-06-18 19:00:00,여름,예,예,흐림,30.34 도,33.34 도,51,7.0015,99,227,326,매우많음
2011-06-18 20:00:00,여름,예,예,흐림,29.52 도,33.34 도,58,8.9981,61,127,188,보통
2011-06-18 21:00:00,여름,예,예,흐림,29.52 도,34.09 도,66,7.0015,58,125,183,보통
2011-06-18 22:00:00,여름,예,예,흐림,29.52 도,34.09 도,62,8.9981,56,105,161,보통
2011-06-18 23:00:00,여름,예,예,흐림,29.52 도,34.09 도,62,0.0,53,97,150,적음
2011-06-19 00:00:00,여름,예,예,맑음,28.70 도,32.58 도,65,0.0,18,71,89,적음
2011-06-19 01:00:00,여름,예,예,흐림,28.70 도,32.58 도,65,6.0032,17,59,76,적음
2011-06-19 02:00:00,여름,예,예,맑음,27.88 도,31.82 도,74,6.0032,13,59,72,적음
2011-06-19 03:00:00,여름,예,예,흐림,27.06 도,30.30 도,78,8.9981,14,16,30,매우적음
2011-06-19 04:00:00,여름,예,예,흐림,27.06 도,31.06 도,74,8.9981,7,10,17,매우적음
2011-06-19 05:00:00,여름,예,예,흐림,27.06 도,30.30 도,78,0.0,7,12,19,매우적음
2011-06-19 06:00:00,여름,예,예,흐림,27.06 도,30.30 도,78,11.0014,11,22,33,매우적음
2011-06-19 07:00:00,여름,예,예,흐림,27.06 도,30.30 도,78,11.0014,35,36,71,적음
2011-06-19 08:00:00,여름,예,예,비,27.88 도,31.82 도,74,7.0015,25,59,84,적음
2011-06-19 09:00:00,여름,예,예,흐림,27.88 도,31.82 도,74,7.0015,58,111,169,보통
2011-06-19 10:00:00,여름,예,예,흐림,28.70 도,32.58 도,61,7.0015,86,158,244,보통
2011-06-19 11:00:00,여름,예,예,흐림,29.52 도,33.34 도,58,6.0032,141,236,377,
2011-06-19 12:00:00,여름,예,예,흐림,30.34 도,34.09 도,55,6.0032,141,255,396,
2011-06-19 13:00:00,여름,예,예,흐림,30.34 도,33.34 도,51,0.0,149,214,363,
2011-06-19 14:00:00,여름,예,예,비,30.34 도,34.09 도,58,7.0015,124,193,317,매우많음
2011-06-19 15:00:00,여름,예,예,흐림,30.34 도,34.09 도,55,7.0015,146,216,362,
2011-06-19 16:00:00,여름,예,예,흐림,31.16 도,34.09 도,48,0.0,121,257,378,
2011-06-19 17:00:00,여름,예,예,맑음,30.34 도,33.34 도,51,0.0,159,238,397,
2011-06-19 18:00:00,여름,예,예,흐림,30.34 도,34.09 도,58,6.0032,78,218,296,많음
2011-06-19 19:00:00,여름,예,예,맑음,29.52 도,34.09 도,62,8.9981,94,217,311,매우많음
2011-06-19 20:00:00,여름,예,예,맑음,28.70 도,32.58 도,70,12.998,86,146,232,보통
2011-06-19 21:00:00,여름,예,예,맑음,27.88 도,31.82 도,79,8.9981,57,110,167,보통
2011-06-19 22:00:00,여름,예,예,맑음,27.06 도,30.30 도,78,15.0013,38,114,152,보통
2011-06-19 23:00:00,여름,예,예,맑음,27.06 도,30.30 도,78,12.998,14,78,92,적음
2011-07-01 00:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,50,0.0,20,48,68,적음
2011-07-01 01:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,50,0.0,15,16,31,매우적음
2011-07-01 02:00:00,가을,예,아니오,맑음,25.42 도,30.30 도,69,0.0,6,7,13,매우적음
2011-07-01 03:00:00,가을,예,아니오,맑음,26.24 도,31.06 도,53,0.0,5,6,11,매우적음
2011-07-01 04:00:00,가을,예,아니오,맑음,25.42 도,31.06 도,57,0.0,1,5,6,매우적음
2011-07-01 05:00:00,가을,예,아니오,맑음,24.60 도,30.30 도,64,8.9981,3,27,30,매우적음
2011-07-01 06:00:00,가을,예,아니오,맑음,25.42 도,30.30 도,61,8.9981,11,97,108,적음
2011-07-01 07:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,54,7.0015,25,218,243,보통
2011-07-01 08:00:00,가을,예,아니오,맑음,28.70 도,31.82 도,42,11.0014,39,453,492,
2011-07-01 09:00:00,가을,예,아니오,맑음,30.34 도,32.58 도,35,11.0014,58,202,260,많음
2011-07-01 10:00:00,가을,예,아니오,맑음,31.16 도,33.34 도,33,11.0014,61,109,170,보통
2011-07-01 11:00:00,가을,예,아니오,맑음,32.80 도,34.85 도,26,0.0,68,146,214,보통
2011-07-01 12:00:00,가을,예,아니오,맑음,32.80 도,34.85 도,26,0.0,83,180,263,많음
2011-07-01 13:00:00,가을,예,아니오,맑음,32.80 도,34.09 도,24,0.0,83,209,292,많음
2011-07-01 14:00:00,가을,예,아니오,맑음,33.62 도,34.85 도,23,12.998,78,225,303,매우많음
2011-07-01 15:00:00,가을,예,아니오,맑음,33.62 도,34.85 도,21,16.9979,82,299,381,
2011-07-01 16:00:00,가을,예,아니오,맑음,33.62 도,34.85 도,17,0.0,85,342,427,
2011-07-01 17:00:00,가을,예,아니오,맑음,33.62 도,34.85 도,21,12.998,99,362,461,
2011-07-01 18:00:00,가을,예,아니오,맑음,32.80 도,34.09 도,24,16.9979,98,324,422,
2011-07-01 19:00:00,가을,예,아니오,맑음,31.98 도,33.34 도,25,12.998,80,238,318,매우많음
2011-07-01 20:00:00,가을,예,아니오,맑음,29.52 도,32.58 도,42,15.0013,84,185,269,많음
2011-07-01 21:00:00,가을,예,아니오,맑음,28.70 도,31.82 도,45,12.998,69,149,218,보통
2011-07-01 22:00:00,가을,예,아니오,맑음,28.70 도,31.82 도,42,0.0,49,173,222,보통
2011-07-01 23:00:00,가을,예,아니오,맑음,27.88 도,31.82 도,47,6.0032,44,96,140,적음
2011-07-02 00:00:00,가을,예,예,맑음,27.88 도,31.82 도,47,6.0032,31,84,115,적음
2011-07-02 01:00:00,가을,예,예,맑음,27.06 도,31.06 도,54,0.0,20,58,78,적음
2011-07-02 02:00:00,가을,예,예,맑음,26.24 도,31.06 도,53,0.0,9,43,52,적음
2011-07-02 03:00:00,가을,예,예,맑음,26.24 도,31.06 도,53,0.0,5,21,26,매우적음
2011-07-02 04:00:00,가을,예,예,맑음,25.42 도,30.30 도,61,0.0,3,8,11,매우적음
2011-07-02 05:00:00,가을,예,예,맑음,23.78 도,27.27 도,73,7.0015,1,13,14,매우적음
2011-07-02 06:00:00,가을,예,예,맑음,25.42 도,30.30 도,69,7.0015,11,21,32,매우적음
2011-07-02 07:00:00,가을,예,예,맑음,26.24 도,30.30 도,65,0.0,10,35,45,매우적음
2011-07-02 08:00:00,가을,예,예,맑음,27.88 도,31.82 도,57,0.0,38,94,132,적음
2011-07-02 09:00:00,가을,예,예,맑음,30.34 도,33.34 도,51,6.0032,55,124,179,보통
2011-07-02 10:00:00,가을,예,예,맑음,32.80 도,35.60 도,36,0.0,103,168,271,많음
2011-07-02 11:00:00,가을,예,예,맑음,32.80 도,35.60 도,36,6.0032,144,213,357,
2011-07-02 12:00:00,가을,예,예,맑음,33.62 도,35.60 도,30,8.9981,142,232,374,
2011-07-02 13:00:00,가을,예,예,맑음,33.62 도,35.60 도,30,7.0015,178,226,404,
2011-07-02 14:00:00,가을,예,예,맑음,34.44 도,35.60 도,20,0.0,177,215,392,
2011-07-02 15:00:00,가을,예,예,맑음,35.26 도,36.37 도,19,11.0014,168,163,331,매우많음
2011-07-02 16:00:00,가을,예,예,맑음,36.08 도,37.12 도,22,15.0013,206,192,398,
2011-07-02 17:00:00,가을,예,예,맑음,34.44 도,36.37 도,30,15.0013,179,170,349,매우많음
2011-07-02 18:00:00,가을,예,예,맑음,33.62 도,35.60 도,30,19.0012,193,190,383,
2011-07-02 19:00:00,가을,예,예,맑음,32.80 도,34.85 도,33,15.0013,156,149,305,매우많음
2011-07-02 20:00:00,가을,예,예,맑음,31.16 도,34.09 도,45,19.0012,136,148,284,많음
2011-07-02 21:00:00,가을,예,예,맑음,30.34 도,33.34 도,48,12.998,95,137,232,보통
2011-07-02 22:00:00,가을,예,예,맑음,29.52 도,33.34 도,51,11.0014,78,123,201,보통
2011-07-02 23:00:00,가을,예,예,맑음,29.52 도,33.34 도,54,19.0012,66,88,154,보통
2011-07-03 00:00:00,가을,예,예,맑음,28.70 도,32.58 도,58,15.0013,47,97,144,적음
2011-07-03 01:00:00,가을,예,예,흐림,28.70 도,32.58 도,61,11.0014,23,55,78,적음
2011-07-03 02:00:00,가을,예,예,맑음,28.70 도,32.58 도,58,12.998,19,50,69,적음
2011-07-03 03:00:00,가을,예,예,비,27.88 도,31.82 도,65,6.0032,8,25,33,매우적음
2011-07-03 04:00:00,가을,예,예,비,27.88 도,31.82 도,65,6.0032,3,2,5,매우적음
2011-07-03 05:00:00,가을,예,예,비,25.42 도,28.79 도,83,12.998,0,1,1,매우적음
2011-07-03 06:00:00,가을,예,예,흐림,25.42 도,27.27 도,94,6.0032,0,3,3,매우적음
2011-07-03 07:00:00,가을,예,예,흐림,26.24 도,28.79 도,89,12.998,3,22,25,매우적음
2011-07-03 08:00:00,가을,예,예,맑음,27.88 도,31.82 도,79,15.0013,39,53,92,적음
2011-07-03 09:00:00,가을,예,예,맑음,28.70 도,33.34 도,74,16.9979,82,99,181,보통
2011-07-03 10:00:00,가을,예,예,맑음,30.34 도,34.85 도,66,11.0014,131,133,264,많음
2011-07-03 11:00:00,가을,예,예,맑음,31.16 도,35.60 도,62,7.0015,215,175,390,
2011-07-03 12:00:00,가을,예,예,맑음,32.80 도,37.88 도,55,7.0015,198,206,404,
2011-07-03 13:00:00,가을,예,예,맑음,32.80 도,38.63 도,59,15.0013,248,173,421,
2011-07-03 14:00:00,가을,예,예,맑음,33.62 도,39.40 도,56,16.9979,225,150,375,
2011-07-03 15:00:00,가을,예,예,맑음,34.44 도,40.15 도,53,19.9995,194,182,376,
2011-07-03 16:00:00,가을,예,예,맑음,34.44 도,40.15 도,53,19.9995,195,219,414,
2011-07-03 17:00:00,가을,예,예,비,32.80 도,37.12 도,49,56.9969,181,177,358,
2011-07-03 18:00:00,가을,예,예,비,32.80 도,37.12 도,49,56.9969,74,107,181,보통
2011-07-03 19:00:00,가을,예,예,흐림,27.06 도,30.30 도,83,12.998,100,83,183,보통
2011-07-03 20:00:00,가을,예,예,비,27.06 도,30.30 도,83,0.0,83,93,176,보통
2011-07-03 21:00:00,가을,예,예,흐림,27.06 도,30.30 도,83,11.0014,75,92,167,보통
2011-07-03 22:00:00,가을,예,예,흐림,27.06 도,30.30 도,78,7.0015,69,93,162,보통
2011-07-03 23:00:00,가을,예,예,맑음,26.24 도,28.79 도,83,11.0014,70,77,147,적음
2011-07-04 00:00:00,가을,아니오,예,맑음,26.24 도,28.79 도,83,8.9981,63,77,140,적음
2011-07-04 01:00:00,가을,아니오,예,맑음,26.24 도,28.79 도,83,6.0032,43,76,119,적음
2011-07-04 02:00:00,가을,아니오,예,맑음,26.24 도,28.79 도,83,0.0,33,30,63,적음
2011-07-04 03:00:00,가을,아니오,예,맑음,26.24 도,29.55 도,78,0.0,13,13,26,매우적음
2011-07-04 04:00:00,가을,아니오,예,흐림,27.06 도,30.30 도,78,6.0032,8,4,12,매우적음
2011-07-04 05:00:00,가을,아니오,예,흐림,26.24 도,28.79 도,83,8.9981,1,3,4,매우적음
2011-07-04 06:00:00,가을,아니오,예,맑음,26.24 도,28.79 도,89,11.0014,5,11,16,매우적음
2011-07-04 07:00:00,가을,아니오,예,맑음,27.06 도,30.30 도,83,8.9981,17,19,36,매우적음
2011-07-04 08:00:00,가을,아니오,예,맑음,28.70 도,33.34 도,74,7.0015,42,44,86,적음
2011-07-04 09:00:00,가을,아니오,예,흐림,29.52 도,34.09 도,66,6.0032,142,96,238,보통
2011-07-04 10:00:00,가을,아니오,예,흐림,31.16 도,34.85 도,55,6.0032,166,114,280,많음
2011-07-04 11:00:00,가을,아니오,예,흐림,31.16 도,34.85 도,55,6.0032,177,172,349,매우많음
2011-07-04 12:00:00,가을,아니오,예,흐림,31.98 도,35.60 도,52,0.0,237,210,447,
2011-07-04 13:00:00,가을,아니오,예,흐림,31.98 도,35.60 도,49,0.0,242,181,423,
2011-07-04 14:00:00,가을,아니오,예,맑음,32.80 도,36.37 도,46,0.0,235,173,408,
2011-07-04 15:00:00,가을,아니오,예,맑음,33.62 도,37.12 도,43,6.0032,224,184,408,
2011-07-04 16:00:00,가을,아니오,예,맑음,33.62 도,37.12 도,41,0.0,236,216,452,
2011-07-04 17:00:00,가을,아니오,예,맑음,32.80 도,36.37 도,46,0.0,240,196,436,
2011-07-04 18:00:00,가을,아니오,예,맑음,32.80 도,36.37 도,46,8.9981,222,196,418,
2011-07-04 19:00:00,가을,아니오,예,흐림,31.98 도,35.60 도,49,11.0014,170,205,375,
2011-07-04 20:00:00,가을,아니오,예,흐림,31.16 도,34.85 도,55,7.0015,195,191,386,
2011-07-04 21:00:00,가을,아니오,예,흐림,30.34 도,34.09 도,62,7.0015,195,262,457,
2011-07-04 22:00:00,가을,아니오,예,흐림,30.34 도,34.09 도,62,8.9981,115,211,326,매우많음
2011-07-04 23:00:00,가을,아니오,예,흐림,29.52 도,34.09 도,70,7.0015,44,94,138,적음
2011-07-05 00:00:00,가을,예,아니오,흐림,28.70 도,32.58 도,65,11.0014,19,36,55,적음
2011-07-05 01:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,65,7.0015,15,24,39,매우적음
2011-07-05 02:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,74,6.0032,8,5,13,매우적음
2011-07-05 03:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,74,15.0013,1,7,8,매우적음
2011-07-05 04:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,69,11.0014,1,4,5,매우적음
2011-07-05 05:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,69,0.0,1,19,20,매우적음
2011-07-05 06:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,74,6.0032,3,91,94,적음
2011-07-05 07:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,65,6.0032,22,248,270,많음
2011-07-05 08:00:00,가을,예,아니오,맑음,29.52 도,34.09 도,62,8.9981,41,391,432,
2011-07-05 09:00:00,가을,예,아니오,맑음,30.34 도,34.09 도,58,8.9981,50,177,227,보통
2011-07-05 10:00:00,가을,예,아니오,맑음,31.16 도,34.85 도,52,7.0015,55,84,139,적음
2011-07-05 11:00:00,가을,예,아니오,맑음,31.98 도,34.85 도,46,7.0015,75,97,172,보통
2011-07-05 12:00:00,가을,예,아니오,맑음,32.80 도,36.37 도,43,7.0015,71,130,201,보통
2011-07-05 13:00:00,가을,예,아니오,맑음,33.62 도,37.12 도,43,7.0015,67,136,203,보통
2011-07-05 14:00:00,가을,예,아니오,맑음,32.80 도,37.12 도,49,11.0014,66,112,178,보통
2011-07-05 15:00:00,가을,예,아니오,맑음,33.62 도,37.12 도,43,0.0,51,111,162,보통
2011-07-05 16:00:00,가을,예,아니오,맑음,33.62 도,37.88 도,46,7.0015,79,202,281,많음
2011-07-05 17:00:00,가을,예,아니오,맑음,33.62 도,37.88 도,46,7.0015,79,466,545,
2011-07-05 18:00:00,가을,예,아니오,맑음,32.80 도,37.88 도,55,11.0014,70,426,496,
2011-07-05 19:00:00,가을,예,아니오,맑음,32.80 도,38.63 도,59,8.9981,71,297,368,
2011-07-05 20:00:00,가을,예,아니오,맑음,31.16 도,36.37 도,66,7.0015,59,225,284,많음
2011-07-05 21:00:00,가을,예,아니오,맑음,31.98 도,37.12 도,62,16.9979,77,168,245,보통
2011-07-05 22:00:00,가을,예,아니오,맑음,31.16 도,36.37 도,66,15.0013,31,124,155,보통
2011-07-05 23:00:00,가을,예,아니오,맑음,30.34 도,34.85 도,66,11.0014,19,54,73,적음
2011-07-06 00:00:00,가을,예,아니오,맑음,29.52 도,34.85 도,74,12.998,11,26,37,매우적음
2011-07-06 01:00:00,가을,예,아니오,맑음,28.70 도,33.34 도,74,8.9981,4,11,15,매우적음
2011-07-06 02:00:00,가을,예,아니오,맑음,28.70 도,33.34 도,79,6.0032,1,4,5,매우적음
2011-07-06 03:00:00,가을,예,아니오,맑음,28.70 도,33.34 도,79,0.0,0,6,6,매우적음
2011-07-06 04:00:00,가을,예,아니오,흐림,27.88 도,31.82 도,83,6.0032,0,6,6,매우적음
2011-07-06 05:00:00,가을,예,아니오,맑음,27.88 도,31.82 도,83,6.0032,5,30,35,매우적음
2011-07-06 06:00:00,가을,예,아니오,맑음,28.70 도,33.34 도,79,6.0032,9,112,121,적음
2011-07-06 07:00:00,가을,예,아니오,흐림,29.52 도,34.85 도,79,0.0,24,288,312,매우많음
2011-07-06 08:00:00,가을,예,아니오,흐림,29.52 도,34.85 도,74,7.0015,31,397,428,
2011-07-06 09:00:00,가을,예,아니오,비,28.70 도,33.34 도,79,12.998,31,158,189,보통
2011-07-06 10:00:00,가을,예,아니오,비,28.70 도,33.34 도,79,6.0032,13,30,43,매우적음
2011-07-06 11:00:00,가을,예,아니오,흐림,29.52 도,34.85 도,74,0.0,24,103,127,적음
2011-07-06 12:00:00,가을,예,아니오,흐림,30.34 도,34.85 도,66,6.0032,38,114,152,보통
2011-07-06 13:00:00,가을,예,아니오,흐림,30.34 도,34.85 도,70,7.0015,33,107,140,적음
2011-07-06 14:00:00,가을,예,아니오,맑음,31.16 도,36.37 도,66,19.0012,50,113,163,보통
2011-07-06 15:00:00,가을,예,아니오,맑음,31.16 도,36.37 도,70,19.0012,55,130,185,보통
2011-07-06 16:00:00,가을,예,아니오,맑음,31.16 도,36.37 도,70,16.9979,57,218,275,많음
2011-07-06 17:00:00,가을,예,아니오,맑음,31.98 도,37.12 도,59,15.0013,79,517,596,
2011-07-06 18:00:00,가을,예,아니오,맑음,31.16 도,35.60 도,62,12.998,77,486,563,
2011-07-06 19:00:00,가을,예,아니오,맑음,30.34 도,34.85 도,70,15.0013,71,323,394,
2011-07-06 20:00:00,가을,예,아니오,맑음,29.52 도,34.85 도,74,16.9979,55,257,312,매우많음
2011-07-06 21:00:00,가을,예,아니오,맑음,28.70 도,33.34 도,79,12.998,66,175,241,보통
2011-07-06 22:00:00,가을,예,아니오,맑음,28.70 도,33.34 도,79,12.998,30,156,186,보통
2011-07-06 23:00:00,가을,예,아니오,맑음,27.88 도,31.82 도,83,15.0013,20,78,98,적음
2011-07-07 00:00:00,가을,예,아니오,맑음,27.06 도,29.55 도,89,8.9981,6,29,35,매우적음
2011-07-07 01:00:00,가을,예,아니오,맑음,27.06 도,29.55 도,89,12.998,2,14,16,매우적음
2011-07-07 02:00:00,가을,예,아니오,맑음,27.06 도,29.55 도,89,12.998,1,7,8,매우적음
2011-07-07 03:00:00,가을,예,아니오,맑음,26.24 도,28.03 도,94,7.0015,2,2,4,매우적음
2011-07-07 04:00:00,가을,예,아니오,맑음,26.24 도,28.79 도,89,7.0015,0,4,4,매우적음
2011-07-07 05:00:00,가을,예,아니오,맑음,26.24 도,28.79 도,89,7.0015,2,30,32,매우적음
2011-07-07 06:00:00,가을,예,아니오,흐림,26.24 도,28.79 도,89,8.9981,11,107,118,적음
2011-07-07 07:00:00,가을,예,아니오,흐림,27.06 도,29.55 도,89,7.0015,13,279,292,많음
2011-07-07 08:00:00,가을,예,아니오,흐림,28.70 도,33.34 도,79,12.998,28,415,443,
2011-07-07 09:00:00,가을,예,아니오,맑음,30.34 도,34.85 도,70,11.0014,25,154,179,보통
2011-07-07 10:00:00,가을,예,아니오,맑음,31.98 도,37.12 도,62,0.0,29,72,101,적음
2011-07-07 11:00:00,가을,예,아니오,맑음,33.62 도,38.63 도,52,8.9981,30,112,142,적음
2011-07-07 12:00:00,가을,예,아니오,맑음,34.44 도,38.63 도,41,0.0,32,139,171,보통
2011-07-07 13:00:00,가을,예,아니오,맑음,35.26 도,39.40 도,41,0.0,48,107,155,보통
2011-07-07 14:00:00,가을,예,아니오,맑음,35.26 도,39.40 도,41,16.9979,39,121,160,보통
2011-07-07 15:00:00,가을,예,아니오,맑음,35.26 도,39.40 도,41,16.9979,47,119,166,보통
2011-07-07 16:00:00,가을,예,아니오,맑음,35.26 도,38.63 도,39,15.0013,47,218,265,많음
2011-07-07 17:00:00,가을,예,아니오,맑음,35.26 도,37.88 도,36,16.9979,80,489,569,
2011-07-07 18:00:00,가을,예,아니오,맑음,34.44 도,37.88 도,44,19.9995,70,492,562,
2011-07-07 19:00:00,가을,예,아니오,맑음,33.62 도,38.63 도,52,19.0012,79,286,365,
2011-07-07 20:00:00,가을,예,아니오,맑음,31.16 도,35.60 도,58,23.9994,61,224,285,많음
2011-07-07 21:00:00,가을,예,아니오,맑음,30.34 도,34.09 도,62,11.0014,39,170,209,보통
2011-07-07 22:00:00,가을,예,아니오,맑음,30.34 도,34.09 도,62,11.0014,32,150,182,보통
2011-07-07 23:00:00,가을,예,아니오,맑음,29.52 도,34.09 도,66,0.0,31,98,129,적음
2011-07-08 00:00:00,가을,예,아니오,맑음,30.34 도,34.85 도,66,7.0015,6,41,47,매우적음
2011-07-08 01:00:00,가을,예,아니오,맑음,29.52 도,34.85 도,79,0.0,9,25,34,매우적음
2011-07-08 02:00:00,가을,예,아니오,흐림,28.70 도,33.34 도,74,11.0014,10,12,22,매우적음
